OriginAirportCode	DestinationAirportCode	FlightDate	FinalScore	Total Dollar	Total Points	IsDomesticRoute	LastDayOfFare	Monday	Tuesday	Wednesday	Thursday	Friday	Saturday	Sunday
JAX	BOS	11/30/17 6:30	826.85	138.59	5205.6	1	3/7/18 19:21	1	1	1	1	1	1	1
PHL	BOS	12/6/17 8:40	827.5	80.82	5205.6	1	2/14/18 9:00	1	1	1	1	0	1	0
PHL	BOS	12/6/17 8:40	827.5	80.82	5205.6	1	2/14/18 9:00	1	1	1	1	0	1	0
LAX	BOS	12/6/17 15:45	830.55	155.7	5205.6	1	3/28/18 15:15	1	1	1	1	1	1	1
LAX	BOS	12/6/17 15:45	830.55	155.7	5205.6	1	3/28/18 15:15	1	1	1	1	1	1	1
CHS	BOS	12/2/17 17:05	830.94	139.66	5205.6	1	3/28/18 12:56	1	1	1	1	1	1	1
CHS	BOS	12/2/17 17:05	830.94	139.66	5205.6	1	3/28/18 12:56	1	1	1	1	1	1	1
SAV	BOS	12/6/17 13:11	836.53	112.91	5205.6	1	2/13/18 13:15	1	1	1	1	0	1	0
SAV	BOS	12/6/17 13:11	836.53	112.91	5205.6	1	2/13/18 13:15	1	1	1	1	0	1	0
AUA	BOS	12/24/17 13:25	837.21	303.92	5205.6	0	3/28/18 12:45	0	1	1	1	1	0	1
AUA	BOS	12/24/17 13:25	837.21	303.92	5205.6	0	3/28/18 12:45	0	1	1	1	1	0	1
ORD	BOS	12/8/17 19:44	839.47	94.73	5205.6	1	3/28/18 16:34	1	1	1	1	1	1	0
ORD	BOS	12/8/17 19:44	839.47	94.73	5205.6	1	3/28/18 16:34	1	1	1	1	1	1	0
CLE	BOS	12/6/17 6:10	841.38	66.91	5205.6	1	3/28/18 9:35	1	1	1	1	1	1	0
CLE	BOS	12/6/17 6:10	841.38	66.91	5205.6	1	3/28/18 9:35	1	1	1	1	1	1	0
LAS	BOS	12/2/17 15:03	842.26	198.26	5205.6	1	3/28/18 22:40	1	1	1	1	1	1	1
LAS	BOS	12/2/17 15:03	842.26	198.26	5205.6	1	3/28/18 22:40	1	1	1	1	1	1	1
SEA	BOS	12/6/17 13:08	842.41	155.7	5205.6	1	3/7/18 10:45	1	1	1	1	1	1	1
SEA	BOS	12/6/17 13:08	842.41	155.7	5205.6	1	3/7/18 10:45	1	1	1	1	1	1	1
AUS	BOS	12/13/17 18:44	844.86	139.66	5205.6	1	3/28/18 19:00	1	1	1	1	1	1	0
AUS	BOS	12/13/17 18:44	844.86	139.66	5205.6	1	3/28/18 19:00	1	1	1	1	1	1	0
JAX	BOS	11/30/17 6:30	845.35	118.26	5205.6	1	2/14/18 11:51	1	1	1	1	0	1	1
JAX	BOS	11/30/17 6:30	845.35	118.26	5205.6	1	2/14/18 11:51	1	1	1	1	0	1	1
CHS	BOS	12/6/17 17:05	845.35	118.26	5205.6	1	2/14/18 13:03	1	1	1	1	0	1	0
CHS	BOS	12/6/17 17:05	845.35	118.26	5205.6	1	2/14/18 13:03	1	1	1	1	0	1	0
LGB	BOS	12/6/17 21:20	848.19	150.35	5205.6	1	3/28/18 21:16	1	1	1	1	1	1	1
LGB	BOS	12/6/17 21:20	848.19	150.35	5205.6	1	3/28/18 21:16	1	1	1	1	1	1	1
PHX	BOS	12/13/17 23:59	854.76	200.63	5205.6	1	3/28/18 22:23	1	1	1	1	1	1	1
PHX	BOS	12/13/17 23:59	854.76	200.63	5205.6	1	3/28/18 22:23	1	1	1	1	1	1	1
CLE	BOS	12/6/17 6:10	856.69	57.28	5205.6	1	2/14/18 6:00	1	1	1	1	1	1	0
CLE	BOS	12/6/17 6:10	856.69	57.28	5205.6	1	2/14/18 6:00	1	1	1	1	1	1	0
CHS	BOS	12/6/17 17:05	856.69	112.91	5205.6	1	2/14/18 13:03	1	1	1	1	0	1	0
CHS	BOS	12/6/17 17:05	856.69	112.91	5205.6	1	2/14/18 13:03	1	1	1	1	0	1	0
SEA	BOS	12/6/17 13:08	859.53	150.35	5205.6	1	3/7/18 10:45	1	1	1	1	1	1	1
SEA	BOS	12/6/17 13:08	859.53	150.35	5205.6	1	3/7/18 10:45	1	1	1	1	1	1	1
LGB	BOS	12/3/17 21:20	861.8	161.05	5205.6	1	3/28/18 21:16	1	1	1	1	1	1	1
LGB	BOS	12/3/17 21:20	861.8	161.05	5205.6	1	3/28/18 21:16	1	1	1	1	1	1	1
LGB	BOS	12/6/17 21:20	862.26	145.02	5205.6	1	3/28/18 21:16	1	1	1	1	1	1	0
LGB	BOS	12/6/17 21:20	862.26	145.02	5205.6	1	3/28/18 21:16	1	1	1	1	1	1	0
MSY	BOS	12/6/17 13:00	863.72	124.68	5205.6	1	2/10/18 7:00	0	1	1	1	1	1	0
MSY	BOS	12/6/17 13:00	863.72	124.68	5205.6	1	2/10/18 7:00	0	1	1	1	1	1	0
PHX	BOS	12/13/17 23:59	868.13	187.8	5205.6	1	3/28/18 22:23	1	1	1	1	1	1	1
PHX	BOS	12/13/17 23:59	868.13	187.8	5205.6	1	3/28/18 22:23	1	1	1	1	1	1	1
SFO	BOS	12/13/17 20:30	870.34	166.4	5205.6	1	2/14/18 11:50	1	1	1	1	1	1	1
SFO	BOS	12/13/17 20:30	870.34	166.4	5205.6	1	2/14/18 11:50	1	1	1	1	1	1	1
SFO	BOS	12/13/17 20:30	873.29	181.38	5205.6	1	2/14/18 11:50	1	1	1	1	1	1	1
SFO	BOS	12/13/17 20:30	873.29	181.38	5205.6	1	2/14/18 11:50	1	1	1	1	1	1	1
LAX	BOS	12/6/17 15:45	874.92	166.4	5205.6	1	3/28/18 15:15	1	1	1	1	1	1	1
LAX	BOS	12/6/17 15:45	874.92	166.4	5205.6	1	3/28/18 15:15	1	1	1	1	1	1	1
AUS	BOS	12/9/17 18:44	874.92	183.52	5205.6	1	3/28/18 19:00	1	1	1	1	1	1	1
AUS	BOS	12/9/17 18:44	874.92	183.52	5205.6	1	3/28/18 19:00	1	1	1	1	1	1	1
LGB	BOS	12/3/17 21:20	875.26	166.4	5205.6	1	3/28/18 21:16	1	1	1	1	1	1	1
LGB	BOS	12/3/17 21:20	875.26	166.4	5205.6	1	3/28/18 21:16	1	1	1	1	1	1	1
LAX	BOS	12/6/17 15:45	875.26	161.05	5205.6	1	3/28/18 15:15	1	1	1	1	1	1	1
LAX	BOS	12/6/17 15:45	875.26	161.05	5205.6	1	3/28/18 15:15	1	1	1	1	1	1	1
SEA	BOS	12/6/17 13:08	875.7	145.02	5205.6	1	2/14/18 13:16	1	1	1	1	1	1	1
SEA	BOS	12/6/17 13:08	875.7	145.02	5205.6	1	2/14/18 13:16	1	1	1	1	1	1	1
PHX	BOS	1/6/18 23:59	879.45	171.75	5205.6	1	2/14/18 23:59	1	1	1	1	1	1	1
PHX	BOS	1/6/18 23:59	879.45	171.75	5205.6	1	2/14/18 23:59	1	1	1	1	1	1	1
LAX	BOS	12/6/17 15:45	883.36	145.02	5205.6	1	3/28/18 15:15	1	1	1	1	1	1	1
LAX	BOS	12/6/17 15:45	883.36	145.02	5205.6	1	3/28/18 15:15	1	1	1	1	1	1	1
SFO	BOS	12/13/17 20:30	883.36	161.05	5205.6	1	2/14/18 11:50	1	1	1	1	1	1	1
SFO	BOS	12/13/17 20:30	883.36	161.05	5205.6	1	2/14/18 11:50	1	1	1	1	1	1	1
SEA	BOS	12/8/17 13:08	888.4	139.66	5205.6	1	2/14/18 13:16	1	1	1	1	1	1	1
SEA	BOS	12/8/17 13:08	888.4	139.66	5205.6	1	2/14/18 13:16	1	1	1	1	1	1	1
LAS	BOS	12/24/17 23:55	894.63	171.51	5205.6	1	3/28/18 22:40	1	1	1	1	1	1	0
LAS	BOS	12/24/17 23:55	894.63	171.51	5205.6	1	3/28/18 22:40	1	1	1	1	1	1	0
AUS	BOS	12/13/17 18:44	898.17	128.96	5205.6	1	3/6/18 19:00	0	1	1	1	0	1	0
AUS	BOS	12/13/17 18:44	898.17	128.96	5205.6	1	3/6/18 19:00	0	1	1	1	0	1	0
JAX	BOS	11/30/17 6:30	899.64	123.61	5205.6	1	3/7/18 19:21	1	1	1	1	1	1	1
JAX	BOS	11/30/17 6:30	899.64	123.61	5205.6	1	3/7/18 19:21	1	1	1	1	1	1	1
MSY	BOS	12/6/17 13:00	903.32	107.56	5205.6	1	2/10/18 7:00	0	1	1	1	1	1	0
MSY	BOS	12/6/17 13:00	903.32	107.56	5205.6	1	2/10/18 7:00	0	1	1	1	1	1	0
ORD	BOS	12/8/17 19:44	920.85	76.54	5205.6	1	3/6/18 16:34	1	1	1	1	1	1	0
ORD	BOS	12/8/17 19:44	920.85	76.54	5205.6	1	3/6/18 16:34	1	1	1	1	1	1	0
FLL	BQN	12/7/17 21:50	0	158.2	5205.6	1	3/28/18 23:52	1	1	1	1	1	1	1
FLL	BQN	12/7/17 21:50	0	158.2	5205.6	1	3/28/18 23:52	1	1	1	1	1	1	1
FLL	BQN	12/7/17 21:50	2.64	138.2	5205.6	1	3/28/18 23:52	1	1	1	1	1	1	1
FLL	BQN	12/7/17 21:50	2.64	138.2	5205.6	1	3/28/18 23:52	1	1	1	1	1	1	1
FLL	BQN	12/7/17 21:50	130.06	121.2	5205.6	1	3/28/18 23:52	1	1	1	1	1	1	1
FLL	BQN	12/7/17 21:50	130.06	121.2	5205.6	1	3/28/18 23:52	1	1	1	1	1	1	1
MCO	BQN	12/6/17 23:08	250.35	196.2	5205.6	1	3/28/18 21:57	1	1	1	1	1	1	1
MCO	BQN	12/6/17 23:08	250.35	196.2	5205.6	1	3/28/18 21:57	1	1	1	1	1	1	1
JFK	BQN	12/2/17 23:50	406.72	221.2	5205.6	1	3/28/18 23:55	1	1	1	1	1	1	1
JFK	BQN	12/2/17 23:50	406.72	221.2	5205.6	1	3/28/18 23:55	1	1	1	1	1	1	1
MCO	BQN	12/6/17 23:08	426.3	171.2	5205.6	1	3/28/18 21:57	1	1	1	1	1	1	1
MCO	BQN	12/6/17 23:08	426.3	171.2	5205.6	1	3/28/18 21:57	1	1	1	1	1	1	1
MCO	BQN	12/6/17 23:08	527.28	130.2	5205.6	1	2/14/18 22:08	1	1	1	1	0	1	0
MCO	BQN	12/6/17 23:08	527.28	130.2	5205.6	1	2/14/18 22:08	1	1	1	1	0	1	0
MCO	BQN	12/6/17 23:08	568.32	151.2	5205.6	1	3/28/18 21:57	1	1	1	1	1	1	1
MCO	BQN	12/6/17 23:08	568.32	151.2	5205.6	1	3/28/18 21:57	1	1	1	1	1	1	1
JFK	BQN	1/15/18 23:58	596.32	140.2	5205.6	1	2/13/18 23:52	1	1	1	1	0	1	0
JFK	BQN	1/15/18 23:58	596.32	140.2	5205.6	1	2/13/18 23:52	1	1	1	1	0	1	0
JFK	BQN	12/6/17 23:50	597.88	184.2	5205.6	1	3/27/18 23:55	1	1	1	1	1	1	1
JFK	BQN	12/6/17 23:50	597.88	184.2	5205.6	1	3/27/18 23:55	1	1	1	1	1	1	1
FLL	BQN	12/8/17 21:50	620.55	106.2	5205.6	1	3/28/18 23:52	1	1	1	1	1	1	1
FLL	BQN	12/8/17 21:50	620.55	106.2	5205.6	1	3/28/18 23:52	1	1	1	1	1	1	1
MCO	BQN	12/6/17 23:08	710.58	136.2	5205.6	1	3/28/18 21:57	1	1	1	1	1	1	1
MCO	BQN	12/6/17 23:08	710.58	136.2	5205.6	1	3/28/18 21:57	1	1	1	1	1	1	1
JFK	BQN	1/13/18 23:58	723.69	164.2	5205.6	1	3/27/18 23:55	1	1	1	1	1	1	1
JFK	BQN	1/13/18 23:58	723.69	164.2	5205.6	1	3/27/18 23:55	1	1	1	1	1	1	1
JFK	BQN	1/15/18 23:58	754.95	146.2	5205.6	1	3/26/18 23:55	1	1	1	1	1	1	1
JFK	BQN	1/15/18 23:58	754.95	146.2	5205.6	1	3/26/18 23:55	1	1	1	1	1	1	1
FLL	BQN	1/18/18 23:38	925.05	96.2	5205.6	1	3/25/18 23:52	1	0	0	1	1	1	1
FLL	BQN	1/18/18 23:38	925.05	96.2	5205.6	1	3/25/18 23:52	1	0	0	1	1	1	1
JFK	BTV	12/6/17 22:37	643.54	102.21	5205.6	1	3/28/18 7:35	1	1	1	1	1	1	1
JFK	BTV	12/6/17 22:37	643.54	102.21	5205.6	1	3/28/18 7:35	1	1	1	1	1	1	1
JFK	BTV	12/6/17 22:37	679.91	75.47	5205.6	1	2/14/18 8:58	1	1	1	1	0	1	0
JFK	BTV	12/6/17 22:37	679.91	75.47	5205.6	1	2/14/18 8:58	1	1	1	1	0	1	0
JFK	BTV	12/6/17 22:37	718.62	80.82	5205.6	1	3/26/18 12:44	1	1	1	1	1	1	1
JFK	BTV	12/6/17 22:37	718.62	80.82	5205.6	1	3/26/18 12:44	1	1	1	1	1	1	1
JFK	BTV	12/6/17 22:37	727.49	86.17	5205.6	1	3/26/18 12:44	1	1	1	1	1	1	1
JFK	BTV	12/6/17 22:37	727.49	86.17	5205.6	1	3/26/18 12:44	1	1	1	1	1	1	1
JFK	BTV	12/6/17 22:37	746.04	91.52	5205.6	1	3/27/18 7:35	1	1	1	1	1	1	1
JFK	BTV	12/6/17 22:37	746.04	91.52	5205.6	1	3/27/18 7:35	1	1	1	1	1	1	1
BOS	BUF	12/13/17 20:00	34.39	64.77	5205.6	1	12/14/17 10:59	1	1	1	1	1	1	1
BOS	BUF	12/13/17 20:00	34.39	64.77	5205.6	1	12/14/17 10:59	1	1	1	1	1	1	1
JFK	BUF	12/6/17 7:40	230.98	107.56	5205.6	1	3/28/18 22:46	1	1	1	1	1	1	1
JFK	BUF	12/6/17 7:40	230.98	107.56	5205.6	1	3/28/18 22:46	1	1	1	1	1	1	1
JFK	BUF	12/6/17 7:40	290.68	103.28	5205.6	1	3/28/18 22:46	1	1	1	1	1	1	1
JFK	BUF	12/6/17 7:40	290.68	103.28	5205.6	1	3/28/18 22:46	1	1	1	1	1	1	1
JFK	BUF	12/6/17 7:40	374.52	96.85	5205.6	1	3/21/18 18:35	1	1	1	1	1	1	1
JFK	BUF	12/6/17 7:40	374.52	96.85	5205.6	1	3/21/18 18:35	1	1	1	1	1	1	1
BOS	BUF	11/29/17 20:00	382.5	102.21	5205.6	1	3/27/18 10:09	1	1	1	1	1	1	1
BOS	BUF	11/29/17 20:00	382.5	102.21	5205.6	1	3/27/18 10:09	1	1	1	1	1	1	1
JFK	BUF	12/13/17 7:40	387.2	86.17	5205.6	1	2/14/18 11:34	0	1	1	0	0	1	0
JFK	BUF	12/13/17 7:40	387.2	86.17	5205.6	1	2/14/18 11:34	0	1	1	0	0	1	0
JFK	BUF	12/6/17 7:40	417.27	91.52	5205.6	1	2/14/18 11:34	1	1	1	1	0	1	0
JFK	BUF	12/6/17 7:40	417.27	91.52	5205.6	1	2/14/18 11:34	1	1	1	1	0	1	0
FLL	BUF	1/9/18 14:44	441.26	85.1	5205.6	1	3/7/18 14:43	0	1	1	1	0	0	0
FLL	BUF	1/9/18 14:44	441.26	85.1	5205.6	1	3/7/18 14:43	0	1	1	1	0	0	0
BOS	BUF	12/3/17 12:40	444.8	91.52	5205.6	1	2/14/18 11:23	1	1	1	1	0	1	1
BOS	BUF	12/3/17 12:40	444.8	91.52	5205.6	1	2/14/18 11:23	1	1	1	1	0	1	1
BOS	BUF	12/3/17 12:40	448.15	96.85	5205.6	1	3/27/18 10:09	1	1	1	1	1	1	1
BOS	BUF	12/3/17 12:40	448.15	96.85	5205.6	1	3/27/18 10:09	1	1	1	1	1	1	1
BOS	BUF	12/6/17 10:00	472.8	75.47	5205.6	1	1/10/18 16:30	1	1	1	1	0	1	1
BOS	BUF	12/6/17 10:00	472.8	75.47	5205.6	1	1/10/18 16:30	1	1	1	1	0	1	1
LAX	BUF	12/7/17 22:16	558.49	171.75	5205.6	1	3/28/18 22:03	1	1	1	1	1	1	1
LAX	BUF	12/7/17 22:16	558.49	171.75	5205.6	1	3/28/18 22:03	1	1	1	1	1	1	1
FLL	BUF	12/14/17 14:40	608.88	99.02	5205.6	1	3/22/18 14:43	0	1	1	1	1	0	0
FLL	BUF	12/14/17 14:40	608.88	99.02	5205.6	1	3/22/18 14:43	0	1	1	1	1	0	0
MCO	BUF	12/6/17 11:57	612.36	154.63	5205.6	1	3/28/18 12:10	1	1	1	1	1	1	0
MCO	BUF	12/6/17 11:57	612.36	154.63	5205.6	1	3/28/18 12:10	1	1	1	1	1	1	0
LAX	BUF	1/11/18 22:24	644.08	119.11	5205.6	1	2/12/18 22:24	1	0	0	1	1	0	1
LAX	BUF	1/11/18 22:24	644.08	119.11	5205.6	1	2/12/18 22:24	1	0	0	1	1	0	1
MCO	BUF	12/6/17 11:57	645.81	153.56	5205.6	1	3/28/18 12:10	1	1	1	1	1	0	0
MCO	BUF	12/6/17 11:57	645.81	153.56	5205.6	1	3/28/18 12:10	1	1	1	1	1	0	0
LAX	BUF	12/7/17 22:16	656.77	155.7	5205.6	1	3/28/18 22:03	1	0	1	1	1	1	1
LAX	BUF	12/7/17 22:16	656.77	155.7	5205.6	1	3/28/18 22:03	1	0	1	1	1	1	1
LAX	BUF	12/7/17 22:16	658.57	160.82	5205.6	1	3/28/18 22:03	1	1	1	1	1	1	1
LAX	BUF	12/7/17 22:16	658.57	160.82	5205.6	1	3/28/18 22:03	1	1	1	1	1	1	1
MCO	BUF	12/6/17 11:57	659.04	91.52	5205.6	1	2/8/18 13:30	0	1	1	1	0	0	0
MCO	BUF	12/6/17 11:57	659.04	91.52	5205.6	1	2/8/18 13:30	0	1	1	1	0	0	0
FLL	BUF	12/14/17 14:40	666.48	107.56	5205.6	1	3/22/18 14:43	0	1	1	1	1	0	0
FLL	BUF	12/14/17 14:40	666.48	107.56	5205.6	1	3/22/18 14:43	0	1	1	1	1	0	0
FLL	BUF	12/14/17 14:40	714.84	122.54	5205.6	1	3/28/18 14:43	0	1	1	1	1	0	0
FLL	BUF	12/14/17 14:40	714.84	122.54	5205.6	1	3/28/18 14:43	0	1	1	1	1	0	0
MCO	BUF	12/6/17 11:57	726.07	128.96	5205.6	1	3/28/18 12:10	0	1	1	1	1	0	0
MCO	BUF	12/6/17 11:57	726.07	128.96	5205.6	1	3/28/18 12:10	0	1	1	1	1	0	0
LAX	BUF	12/26/17 22:08	740.96	146.91	5205.6	1	3/28/18 22:03	1	0	1	1	1	1	1
LAX	BUF	12/26/17 22:08	760.65	143.7	5205.6	1	3/28/18 22:03	1	0	1	1	1	1	1
FLL	BUF	12/14/17 14:40	790.9	111.84	5205.6	1	3/28/18 14:43	0	1	1	1	1	0	0
FLL	BUF	12/14/17 14:40	790.9	111.84	5205.6	1	3/28/18 14:43	0	1	1	1	1	0	0
MCO	BUF	12/6/17 11:57	848.19	96.85	5205.6	1	3/28/18 12:10	0	1	1	1	1	0	0
MCO	BUF	12/6/17 11:57	848.19	96.85	5205.6	1	3/28/18 12:10	0	1	1	1	1	0	0
JFK	BUR	1/10/18 17:10	740.08	139.66	5205.6	1	3/7/18 17:00	0	1	1	0	0	1	0
JFK	BUR	1/10/18 17:10	740.08	139.66	5205.6	1	3/7/18 17:00	0	1	1	0	0	1	0
JFK	BUR	1/10/18 17:10	818.99	166.4	5205.6	1	3/26/18 17:33	1	1	1	1	1	1	1
JFK	BUR	1/10/18 17:10	818.99	166.4	5205.6	1	3/26/18 17:33	1	1	1	1	1	1	1
JFK	BUR	12/13/17 17:15	888.4	171.75	5205.6	1	3/26/18 17:33	1	1	1	1	1	1	1
JFK	BUR	12/13/17 17:15	888.4	171.75	5205.6	1	3/26/18 17:33	1	1	1	1	1	1	1
JFK	BUR	12/13/17 17:15	935.29	182.45	5205.6	1	3/27/18 17:33	1	1	1	1	1	1	1
JFK	BUR	12/13/17 17:15	935.29	182.45	5205.6	1	3/27/18 17:33	1	1	1	1	1	1	1
JFK	BUR	1/10/18 17:10	948.36	150.35	5205.6	1	3/7/18 17:00	1	1	1	1	1	1	1
JFK	BUR	1/10/18 17:10	948.36	150.35	5205.6	1	3/7/18 17:00	1	1	1	1	1	1	1
MCO	BWI	12/16/17 12:42	239.01	75.47	5205.6	1	1/10/18 8:19	1	1	1	1	1	1	1
MCO	BWI	12/16/17 12:42	239.01	75.47	5205.6	1	1/10/18 8:19	1	1	1	1	1	1	1
FLL	BWI	12/6/17 14:56	409.05	139.59	5205.6	1	3/28/18 14:42	1	1	1	1	1	1	1
FLL	BWI	12/6/17 14:56	409.05	139.59	5205.6	1	3/28/18 14:42	1	1	1	1	1	1	1
FLL	BWI	12/6/17 14:56	463.08	134.31	5205.6	1	3/28/18 14:42	1	1	1	1	1	1	1
FLL	BWI	12/6/17 14:56	463.08	134.31	5205.6	1	3/28/18 14:42	1	1	1	1	1	1	1
FLL	BWI	12/6/17 14:56	552.11	118.26	5205.6	1	3/28/18 14:42	1	1	1	1	1	1	1
FLL	BWI	12/6/17 14:56	552.11	118.26	5205.6	1	3/28/18 14:42	1	1	1	1	1	1	1
FLL	BWI	12/20/17 14:50	599.17	107.56	5205.6	1	3/28/18 14:42	1	1	1	1	1	1	0
FLL	BWI	12/20/17 14:50	599.17	107.56	5205.6	1	3/28/18 14:42	1	1	1	1	1	1	0
FLL	BWI	12/20/17 14:50	662.86	96.85	5205.6	1	3/27/18 14:42	1	1	1	1	1	1	0
FLL	BWI	12/20/17 14:50	662.86	96.85	5205.6	1	3/27/18 14:42	1	1	1	1	1	1	0
BOS	BWI	12/6/17 12:02	675.16	80.82	5205.6	1	3/27/18 14:44	1	1	1	1	1	1	1
BOS	BWI	12/6/17 12:02	675.16	80.82	5205.6	1	3/27/18 14:44	1	1	1	1	1	1	1
BOS	BWI	1/4/18 6:00	691.3	58.35	5205.6	1	2/14/18 10:56	1	1	1	1	0	0	0
BOS	BWI	1/4/18 6:00	691.3	58.35	5205.6	1	2/14/18 10:56	1	1	1	1	0	0	0
MCO	BWI	12/6/17 12:24	701.95	96.85	5205.6	1	3/27/18 8:09	0	1	1	1	1	1	1
MCO	BWI	12/6/17 12:24	701.95	96.85	5205.6	1	3/27/18 8:09	0	1	1	1	1	1	1
BOS	BWI	12/6/17 12:02	717.15	64.77	5205.6	1	2/14/18 10:56	1	1	1	1	0	0	0
BOS	BWI	12/6/17 12:02	717.15	64.77	5205.6	1	2/14/18 10:56	1	1	1	1	0	0	0
MCO	BWI	12/6/17 12:24	762.22	102.21	5205.6	1	3/27/18 8:09	1	1	1	1	1	1	1
MCO	BWI	12/6/17 12:24	762.22	102.21	5205.6	1	3/27/18 8:09	1	1	1	1	1	1	1
BOS	BWI	12/6/17 12:02	772.48	66.91	5205.6	1	3/27/18 14:44	1	1	1	1	0	1	0
BOS	BWI	12/6/17 12:02	772.48	66.91	5205.6	1	3/27/18 14:44	1	1	1	1	0	1	0
MCO	BWI	12/6/17 12:24	779.31	87.24	5205.6	1	3/27/18 8:09	0	1	1	1	1	1	1
MCO	BWI	12/6/17 12:24	779.31	87.24	5205.6	1	3/27/18 8:09	0	1	1	1	1	1	1
MCO	BWI	12/16/17 12:42	812.07	80.82	5205.6	1	3/27/18 8:09	0	1	1	1	1	1	1
MCO	BWI	12/16/17 12:42	812.07	80.82	5205.6	1	3/27/18 8:09	0	1	1	1	1	1	1
BOS	BWI	12/6/17 12:02	858.84	69.05	5205.6	1	3/27/18 14:44	1	1	1	1	1	1	1
BOS	BWI	12/6/17 12:02	858.84	69.05	5205.6	1	3/27/18 14:44	1	1	1	1	1	1	1
FLL	CHS	12/25/17 9:50	79.95	64.77	5205.6	1	12/25/17 9:50	1	1	1	1	1	1	1
FLL	CHS	12/25/17 9:50	79.95	64.77	5205.6	1	12/25/17 9:50	1	1	1	1	1	1	1
BOS	CHS	12/13/17 13:53	251.67	102.21	5205.6	1	1/10/18 9:19	1	1	1	1	1	1	1
BOS	CHS	12/13/17 13:53	251.67	102.21	5205.6	1	1/10/18 9:19	1	1	1	1	1	1	1
DCA	CHS	12/6/17 12:59	524.03	111.84	5205.6	1	3/20/18 12:58	1	1	1	1	1	1	1
DCA	CHS	12/6/17 12:59	524.03	111.84	5205.6	1	3/20/18 12:58	1	1	1	1	1	1	1
DCA	CHS	1/9/18 12:59	583.28	64.77	5205.6	1	2/14/18 12:59	1	1	1	0	0	1	0
DCA	CHS	1/9/18 12:59	583.28	64.77	5205.6	1	2/14/18 12:59	1	1	1	0	0	1	0
DCA	CHS	12/6/17 12:59	599.97	94.73	5205.6	1	3/19/18 12:58	1	1	1	1	1	1	1
DCA	CHS	12/6/17 12:59	599.97	94.73	5205.6	1	3/19/18 12:58	1	1	1	1	1	1	1
DCA	CHS	12/6/17 12:59	656.77	85.1	5205.6	1	3/19/18 12:58	1	1	1	1	1	1	1
DCA	CHS	12/6/17 12:59	656.77	85.1	5205.6	1	3/19/18 12:58	1	1	1	1	1	1	1
FLL	CHS	12/6/17 10:46	676.51	91.52	5205.6	1	3/14/18 22:05	1	1	1	1	0	1	0
FLL	CHS	12/6/17 10:46	676.51	91.52	5205.6	1	3/14/18 22:05	1	1	1	1	0	1	0
DCA	CHS	12/6/17 12:59	711.06	75.47	5205.6	1	2/14/18 12:59	1	1	1	1	0	1	0
DCA	CHS	12/6/17 12:59	711.06	75.47	5205.6	1	2/14/18 12:59	1	1	1	1	0	1	0
FLL	CHS	12/6/17 10:46	747.91	80.82	5205.6	1	3/14/18 22:05	1	1	1	1	0	1	0
FLL	CHS	12/6/17 10:46	747.91	80.82	5205.6	1	3/14/18 22:05	1	1	1	1	0	1	0
FLL	CHS	12/6/17 10:46	758.52	78.68	5205.6	1	2/14/18 21:47	1	1	1	1	0	1	0
FLL	CHS	12/6/17 10:46	758.52	78.68	5205.6	1	2/14/18 21:47	1	1	1	1	0	1	0
JFK	CHS	12/6/17 7:40	761.98	92.59	5205.6	1	3/7/18 7:11	1	1	1	1	1	1	1
JFK	CHS	12/6/17 7:40	761.98	92.59	5205.6	1	3/7/18 7:11	1	1	1	1	1	1	1
JFK	CHS	12/6/17 7:40	767.56	103.28	5205.6	1	3/28/18 7:13	1	1	1	1	1	1	1
JFK	CHS	12/6/17 7:40	767.56	103.28	5205.6	1	3/28/18 7:13	1	1	1	1	1	1	1
JFK	CHS	12/6/17 7:40	799.15	81.89	5205.6	1	2/14/18 7:06	1	1	1	1	0	1	1
JFK	CHS	12/6/17 7:40	799.15	81.89	5205.6	1	2/14/18 7:06	1	1	1	1	0	1	1
JFK	CHS	12/6/17 7:40	802.41	80.82	5205.6	1	2/14/18 7:06	1	1	1	1	0	1	1
JFK	CHS	12/6/17 7:40	802.41	80.82	5205.6	1	2/14/18 7:06	1	1	1	1	0	1	1
BOS	CHS	12/6/17 13:53	805.66	133.24	5205.6	1	3/27/18 9:44	1	1	1	1	1	1	1
BOS	CHS	12/6/17 13:53	805.66	133.24	5205.6	1	3/27/18 9:44	1	1	1	1	1	1	1
FLL	CHS	12/6/17 10:46	812.07	70.12	5205.6	1	2/14/18 21:47	1	1	1	1	0	1	0
FLL	CHS	12/6/17 10:46	812.07	70.12	5205.6	1	2/14/18 21:47	1	1	1	1	0	1	0
JFK	CHS	12/6/17 7:40	818.37	75.47	5205.6	1	2/14/18 7:06	1	1	1	1	0	1	0
JFK	CHS	12/6/17 7:40	818.37	75.47	5205.6	1	2/14/18 7:06	1	1	1	1	0	1	0
BOS	CHS	12/2/17 13:53	830.94	139.66	5205.6	1	3/27/18 9:44	1	1	1	1	1	1	1
BOS	CHS	12/2/17 13:53	830.94	139.66	5205.6	1	3/27/18 9:44	1	1	1	1	1	1	1
BOS	CHS	12/6/17 13:53	845.35	118.26	5205.6	1	2/13/18 9:42	1	1	1	1	0	1	0
BOS	CHS	12/6/17 13:53	845.35	118.26	5205.6	1	2/13/18 9:42	1	1	1	1	0	1	0
